Base,OrientacionH1,OrientacionH2,SignoV,SignoH1,SignoH2,AnguloH1,AnguloH2,EjeV,EjeH1,EjeH2,Norte,Oeste,LatEstacion,LonEstacion,Norte.1,Oeste.1,LatSismo,LonSismo,Fecha,Institucion,IDEstacion,HoraEpicentro,HoraPrimerMuestra,Profundidad,Mw,Mb,Ms,Mc,Ma,Me,Md,Ml,M,GMW,IDSismo
CUP49603.131,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.33,99.183,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,CUP4,21:04:19.8,21:05:00.89,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
FIC29310.241,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.652,99.842,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,FIC2,07:52:18.2,07:52:56.02,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
OXXO1802.175,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.026234,96.726179,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXXO,21:30:43,21:30:39.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
POZU1308.161,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.09008,99.59754,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,POZU,15:32:59,15:32:41.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
ACAZ1408.041,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,ACAZ,00:21:49,00:21:37.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
XALT8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.095,99.72,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,XALT,13:17:42.6,13:17:49    ,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
CDAO9802.031,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.373913,99.096997,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM,CDAO,03:02:01.1,03:04:30    ,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
NUX21708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.216711,100.79117,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,NUX2,05:15:12,05:14:37.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
TEAC1408.041,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,TEAC,00:21:49,00:21:59.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
SJLL0608.191,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,SJLL,05:41:30,05:41:05.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
OCTT0411.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.25267,99.50587,N,W,16.0,-98.71,2004-11-15,INSTITUTO DE INGENIERIA UNAM,OCTT,02:38:40.0,02:39:20.00,21.0,0.0,5.2,4.7,5.1,0.0,0.0,0.0,0.0,0.0,5.3,111504A
COYC8509.211,SW,SW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.997788,100.089963,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,COYC,01:37:18.4,01:37:46.00,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
SNJE1104.261,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.535047,101.323693,N,W,16.71,-99.69,2011-04-26,INSTITUTO DE INGENIERIA UNAM ,SNJE,11:07:28,11:07:53.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
HMTT1308.212,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,HMTT,13:02:18,13:01:47.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
OXAE1802.173,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.001551,96.721608,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXAE,21:30:43,21:30:39.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
ACAC1808.221,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,ACAC,18:03:08,18:02:53.150,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
OZST1606.271,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.860758,97.094119,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OZST,20:50:33,20:50:43.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
OXBJ1606.271,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OXBJ,20:50:33,20:50:05.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
ACPD9807.051,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.83,-100.12,1998-07-05,INSTITUTO DE INGENIERIA UNAM,ACPD,19:55:07.1,19:54:44.949,5.0,0.0,4.9,4.5,4.9,5.2,4.9,0.0,0.0,0.0,5.3,070598D
SXPU9802.031,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.039943,98.215087,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM/,SXPU,03:02:01.1,03:03:54.0  ,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
OXAL0401.132,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,15.99,-97.15,2004-01-13,INSTITUTO DE INGENIERIA UNAM,OXAL,21:28:58.0,21:29:13.00,16.0,0.0,5.5,5.1,5.5,5.3,5.7,0.0,0.0,0.0,5.4,011304J
ACAD1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.86225,99.87147,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,ACAD,07:33:59,07:34:13.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
LMPP1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.00147,98.18227,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,LMPP,07:33:59,07:34:35.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
TACY8509.211,SW,SE,1.0,1.0,1.0,79,11,0.0,1.0,2.0,N,W,19.404505,99.195246,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,TACY,01:37:18.4,01:38:16        ,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
TACY9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.404505,99.195246,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,TACY,21:23:38.5,21:24:25    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
OXCU0608.191,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,OXCU,05:41:30,05:41:09.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
HMTT1104.261,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,16.71,-99.69,2011-04-26,INSTITUTO DE INGENIERIA UNAM ,HMTT,11:07:28,11:06:54.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
PHPU9802.031,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.044223,98.168466,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM/,PHPU,03:02:01.1,03:03:18    ,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
ACAD1308.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,ACAD,12:38:30,12:38:05    ,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
SNJE1308.212,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.535047,101.323693,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,SNJE,13:02:18,13:02:41.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
RABO0608.191,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,RABO,05:41:30,05:42:10.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
SMLC1606.273,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,SMLC,20:50:33,20:50:12.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
LMPP1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.00147,98.18227,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,LMPP,12:38:30,12:39:00.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
PNTP9802.031,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.340486,98.053706,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM,PNTP,03:02:01.1,03:02:36 ,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
OXAL1802.172,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXAL,03:54:42,03:54:35.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
TEJU1405.101,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.904051,100.159615,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,TEJU,07:36:01,07:35:45.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
OXPC1004.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,OXPC,02:28:57,02:29:04.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
ACAZ9603.131,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.788528,99.790152,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,ACAZ,21:04:19.8,21:04:36    ,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
OCTT0401.012,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.25267,99.50587,N,W,17.3,-101.36,2004-01-01,INSTITUTO DE INGENIERIA UNAM,OCTT,23:58:02.7,23:58:38    ,14.0,0.0,5.2,5.8,5.0,5.6,5.7,0.0,0.0,0.0,5.6,010104L
COMD1708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,COMD,05:15:12,05:15:01.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
CUP50301.221,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33024,99.181076,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,CUP5,02:06:34.5,02:08:22    ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
OXXO1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.026234,96.726179,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXXO,07:33:59,07:33:34.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
ACAD9509.142,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,ACAD,14:04:30.5,14:09:29.38,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
OXXO1308.211,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,17.026234,96.726179,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,OXXO,12:38:30,12:39:12.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
XALA1802.161,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.529875,96.901973,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,XALA,23:39:39,23:39:30.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
URUA1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.421758,102.074059,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,URUA,17:00:16,17:00:15.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
ACAZ1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,ACAZ,23:39:39,23:39:33.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
UNIO0401.011,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.98762,101.810623,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,UNIO,23:31:49.0,23:31:58.00,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
PZPU1511.231,NW,NW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.055379,98.227092,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,PZPU,20:41:20,20:41:23.814,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
TEAC1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,TEAC,23:39:39,23:39:46.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
NUX21408.041,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.216711,100.79117,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,NUX2,00:21:49,00:21:03.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
SCT18509.191,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.394694,99.148678,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,SCT1,13:17:42.6,13:19:43 ,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
ACAZ1708.181,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,ACAZ,05:15:12,05:14:34.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
RABO1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,RABO,02:28:57,02:29:17.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
PAPN8509.191,SW,SW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.328,101.04,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,PAPN,13:17:42.6,13:18:32.97,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
COMD1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,COMD,23:39:39,23:40:23.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
TNLP1104.261,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.095563,99.560805,N,W,16.71,-99.69,2011-04-26,INSTITUTO DE INGENIERIA UNAM ,TNLP,11:07:28,11:07:19.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
OXCU1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,OXCU,02:28:57,02:29:03.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
POZU1511.231,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.09008,99.59754,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,POZU,20:41:20,20:40:44.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
URUA1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.421758,102.074059,N,W,16.79,-9.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,URUA,12:38:30,12:39:30.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
LANE1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,15.947684,97.187204,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,LANE,23:39:39,23:39:05.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
URUA1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.421758,102.074059,N,W,16.25,-7.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,URUA,07:33:59,07:35:56.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
SLU21511.232,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.280802,100.935496,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,SLU2,20:41:20,20:41:31.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
OXXO1802.174,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.026234,96.726179,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXXO,03:54:42,03:54:17.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
CDAF8604.301,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.366,99.086,N,W,18.024,-103.057,1986-04-30,INSTITUTO DE INGENIERIA UNAM,CDAF,07:07:18.9,07:09:21.04    ,20.0,0.0,6.2,7.0,6.4,0.0,0.0,0.0,0.0,0.0,6.9,043086A
CUMV8509.191,SW,SW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33,99.183,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,CUMV,13:17:42.6,13:19:36         ,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
CAYA8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.045,100.266,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,CAYA,13:17:42.6,13:19:09.67,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
OXBJ1802.172,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXBJ,03:54:42,03:54:25.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
OXAE1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.001551,96.721608,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXAE,07:33:59,07:33:35.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
ACAR8903.101,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.888789,99.835027,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,ACAR,05:19:51.0,05:20:29.00,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
AZIH0903.271,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.60654,101.46526,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,AZIH,08:48:16,08:48:29,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
CDAO0301.221,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.373913,99.096997,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,CDAO,02:06:34.5,02:08:58.64 ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
SMR29701.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.77351,99.4377,N,W,16.44,-98.15,1997-01-21,INSTITUTO DE INGENIERIA UNAM,SMR2,21:19:58.0,21:20:08.810,,0.0,5.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,012197D
OXAE1308.211,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.001551,96.721608,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,OXAE,12:38:30,12:39:15.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
CLON0301.221,NE,NE,1.0,1.0,1.0,OO,90,2.0,0.0,1.0,N,W,19.421,99.157,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA  UNAM,CLON,02:06:34.5,02:06:49.19,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
TXS40301.221,NE,H2,1.0,1.0,0.0,00,0,2.0,0.0,0.0,N,W,19.49,98.97,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,TXS4,02:06:34.5,02:08:16.000,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
OXPC0608.191,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,OXPC,05:41:30,05:41:08.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
ACAC0401.131,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,15.99,-97.15,2004-01-13,INSTITUTO DE INGENIERIA UNAM,ACAC,21:28:58.0,21:29:53.68 ,16.0,0.0,5.5,5.1,5.5,5.3,5.7,0.0,0.0,0.0,5.4,011304J
SCT21308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,SCT2,15:32:59,15:33:42.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
TOTO1712.211,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.330241,98.256828,N,W,15.929,-98.379,2017-12-21,INSTITUTO DE INGENIERIA UNAM ,TOTO,03:23:32,03:24:30.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,201712210323A
VIGA9603.131,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,VIGA,21:04:19.8,21:04:23.14 ,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
ACAD9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,ACAD,07:52:18.2,07:52:37.00,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
